hospitalName,telNum,hospitalType,numDoc,numRoom,numBed,medicalCourse,address
서울척병원,02-940-2000,병원,93,27,117,내과/ 신경과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 영상의학과/ 재활의학과,서울특별시 성북구 동소문로47길 8 (길음동)
의료법인유라의료재단 온누리요양병원,02-919-2700,요양병원(일반요양병원),39,37,210,내과/ 신경과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,서울특별시 성북구 화랑로 271 (장위동)
로덴치과병원,02-941-4974,치과병원,2,0,0,예방치과/ 구강병리과/ 영상치의학과/ 구강내과/ 치과보존과/ 치주과/ 소아치과/ 치과교정과/ 치과보철과/ 구강악안면외과,서울특별시 성북구 종암로 72 (종암동)
의료법인서광의료재단 성북중앙병원,02-919-3404,병원,25,34,99,침구과/ 사상체질과/ 한방재활의학과/ 한방신경정신과/ 한방안·이비인후·피부과/ 한방소아과/ 한방부인과/ 한방내과/ 응급의학과/ 가정의학과/ 재활의학과/ 진단검사의학과/ 영상의학과/ 비뇨의학과/ 피부과/ 소아청소년과/ 마취통증의학과/ 성형외과/ 신경외과/ 정형외과/ 외과/ 내과,서울특별시 성북구 종암로 72 (종암동)
의료법인성화의료재단  대한병원,02-903-3232,종합병원,63,41,201,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)"
경희치과병원,02-996-2828,치과병원,6,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 예방치과,"서울특별시 강북구 도봉로 358 (번동, 코스타타워)"
국립재활원,02-901-1700,병원,128,56,264,내과/ 정신건강의학과/ 산부인과/ 안과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 침구과/ 구강내과,"서울특별시 강북구 삼각산로 58 (수유동, 국립재활원)"
성신병원,02-986-1313,병원,16,25,75,내과/ 신경과/ 정신건강의학과/ 정형외과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과,서울특별시 강북구 도봉로 181 (미아동)
강북휴요양병원,02-982-7080,요양병원(일반요양병원),22,30,170,내과/ 신경과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,"서울특별시 강북구 도봉로 161, 서울컨벤션웨딩홀 (미아동)"
북서울요양병원,02-900-7006,요양병원(일반요양병원),28,21,142,침구과/ 한방내과/ 가정의학과/ 정형외과/ 외과/ 내과,"서울특별시 강북구 한천로 1002 (번동, 새한빛병원)"
서울좋은병원,6927-9119,병원,4,12,37,피부과/ 성형외과/ 가정의학과/ 외과/ 마취통증의학과/ 내과/ 정형외과,서울특별시 강북구 도봉로 114 (미아동)
강북우리들병원,02-6222-1000,병원,48,17,83,내과/ 영상의학과/ 마취통증의학과/ 신경외과,"서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)"
서울현대병원,02-994-1156,병원,19,28,116,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 영상의학과/ 진단검사의학과/ 재활의학과,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)"
포근한요양병원,02-986-9988,요양병원(일반요양병원),26,35,143,한방내과/ 가정의학과/ 재활의학과/ 정신건강의학과/ 신경과/ 내과,"서울특별시 강북구 도봉로 266 (미아동, 포근한노인전문병원)"
효성요양병원,02-988-9456~7,요양병원(일반요양병원),20,24,133,한방내과/ 재활의학과/ 가정의학과/ 비뇨의학과/ 마취통증의학과/ 신경과/ 내과,"서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)"
햇빛병원,02-983-7771,병원,27,33,58,내과/ 마취통증의학과/ 소아청소년과/ 산부인과,서울특별시 강북구 도봉로 74 (미아동)
현인요양병원,02-992-5200,요양병원(일반요양병원),10,8,41,내과/ 신경과/ 재활의학과/ 가정의학과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 침구과,서울특별시 강북구 삼각산로 20 (수유동)
민병원,02-982-3114,병원,24,14,40,마취통증의학과/ 이비인후과/ 비뇨의학과/ 산부인과/ 가정의학과/ 정형외과/ 외과/ 내과,"서울특별시 강북구 도봉로 155, 지하2층~지하1층, 2층~4층 (미아동)"
꿈의숲요양병원,029879988,요양병원(일반요양병원),11,26,94,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과,서울특별시 강북구 월계로 183 (번동)
신일병원,02-903-5121,병원,11,21,48,비뇨의학과/ 정형외과/ 마취통증의학과/ 외과/ 내과,서울특별시 강북구 덕릉로 73 (수유동)
정요양병원,02-900-5513,요양병원(일반요양병원),7,8,41,내과/ 신경과/ 재활의학과,"서울특별시 도봉구 도봉로 639, 5,6층 (쌍문동)"
성모샘병원,951-0552,병원,13,22,174,내과/ 정신건강의학과/ 가정의학과,"서울특별시 도봉구 도봉로 683, 5,6,7층 (방학동)"
정병원,900-9942,병원,2,6,30,내과/ 신경과/ 외과/ 정형외과/ 재활의학과,서울특별시 도봉구 도봉로 639 (쌍문동)
의료법인 상원의료재단 강북힘찬병원,1899-2226,병원,78,32,152,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 진단검사의학과,서울특별시 도봉구 도봉로 446 (창동)
의성한방병원,02-3494-3120,한방병원,12,14,68,재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 침구과,"서울특별시 도봉구 도봉로152길 26, 2,3,4층 (방학동, 렉시온프라자)"
다나병원,02-942-8000,병원,20,22,199,가정의학과/ 내과/ 정신건강의학과,서울특별시 도봉구 해등로 129 (창동)
에이치큐브병원,02-900-2000,병원,23,30,54,내과/ 외과/ 산부인과/ 소아청소년과/ 영상의학과,서울특별시 도봉구 도봉로 604 (창동)
퍼스트요양병원,02-902-3294,요양병원(일반요양병원),30,30,178,내과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방내과,"서울특별시 도봉구 삼양로 616, 2-5층 (쌍문동)"
스카이요양병원,02-992-7582,요양병원(일반요양병원),16,20,128,외과/ 신경외과/ 안과/ 영상의학과/ 재활의학과,서울특별시 도봉구 방학로 177 (방학동)
바로선병원,070-4022-6832,병원,67,25,90,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 진단검사의학과/ 재활의학과,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)"
로덴성문치과병원,02-999-9100,치과병원,1,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 구강악안면방사선과/ 구강병리과/ 예방치과,"서울특별시 도봉구 도봉로 569, 5층 (쌍문동, 준우빌딩)"
경희늘푸른노인전문병원,02-903-9920,요양병원(노인병원),27,29,160,내과/ 신경과/ 정신건강의학과/ 마취통증의학과/ 재활의학과/ 한방내과,서울특별시 도봉구 시루봉로 137 (방학동)
가화실버한방병원,02-955-1772,한방병원,12,29,112,정신건강의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 침구과,서울특별시 도봉구 도당로 51 (방학동)
도봉병원,02-3492-3251,병원,64,41,200,내과/ 신경과/ 정형외과/ 소아청소년과/ 영상의학과/ 재활의학과/ 가정의학과/ 침구과,서울특별시 도봉구 도봉로 720 (방학동)
의료법인한전의료재단 한일병원,02-901-3114,종합병원,430,100,417,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 핵의학과/ 응급의학과/ 치과보철과,서울특별시 도봉구 우이천로 308 (쌍문동)
베이직병원,02-990-2999,병원,23,36,298,내과/ 정신건강의학과/ 소아청소년과/ 가정의학과,"서울특별시 도봉구 삼양로 610, 지하1층층 지상1,2,3,4호 (쌍문동, 산수디앤씨)"
포근한맘요양병원,02-986-9977,요양병원(일반요양병원),18,28,102,내과/ 마취통증의학과/ 재활의학과/ 가정의학과/ 한방내과,서울특별시 도봉구 삼양로 606 (쌍문동)
서울사랑요양병원,02-2039-5099,요양병원(일반요양병원),20,16,102,내과/ 신경과/ 신경외과/ 재활의학과/ 한방내과/ 침구과,"서울특별시 도봉구 삼양로 574, 2~5층 (쌍문동)"
을지대학교 을지병원,02-970-8000,종합병원,758,115,510,치과교정과/ 치과보철과/ 구강악안면외과/ 응급의학과/ 핵의학과/ 가정의학과/ 재활의학과/ 진단검사의학과/ 병리과/ 방사선종양학과/ 영상의학과/ 비뇨의학과/ 피부과/ 이비인후과/ 안과/ 소아청소년과/ 산부인과/ 마취통증의학과/ 성형외과/ 흉부외과/ 신경외과/ 정형외과/ 외과/ 정신건강의학과/ 신경과/ 내과,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)"
한국원자력의학원원자력병원,02-970-2114,종합병원,563,159,488,예방치과/ 영상치의학과/ 구강내과/ 치과보존과/ 치주과/ 소아치과/ 치과교정과/ 치과보철과/ 구강악안면외과/ 응급의학과/ 핵의학과/ 가정의학과/ 진단검사의학과/ 병리과/ 방사선종양학과/ 영상의학과/ 비뇨의학과/ 피부과/ 이비인후과/ 안과/ 소아청소년과/ 산부인과/ 마취통증의학과/ 성형외과/ 흉부외과/ 신경외과/ 정형외과/ 외과/ 정신건강의학과/ 신경과/ 내과,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)"
방병원,02-1577-4447,병원,59,17,67,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 피부과/ 비뇨의학과/ 영상의학과/ 재활의학과,"서울특별시 노원구 동일로 989, 2~9층 (공릉동)"
태릉마이크로병원,970-0801,병원,10,31,74,성형외과/ 마취통증의학과/ 영상의학과/ 소아청소년과/ 피부과/ 내과/ 외과/ 신경외과/ 정형외과,서울특별시 노원구 동일로 987 (공릉동)
메디아이여성병원,02-936-2122,병원,60,22,35,소아청소년과/ 산부인과,"서울특별시 노원구 노원로 448 (상계동, 메디아이여성병원)"
선의요양병원,02-3391-3992~3,요양병원(일반요양병원),22,26,139,내과/ 신경과/ 외과/ 재활의학과/ 가정의학과/ 한방내과,"서울특별시 노원구 동일로 1419, 9층~11층 (상계동)"
강북예치과병원,938-2833,치과병원,5,0,0,치과/ 치과보철과/ 치과교정과/ 치주과/ 예방치과,"서울특별시 노원구 노해로 480, 8층 (상계동, 조광빌딩)"
태능성심요양병원,02-976-0808,요양병원(일반요양병원),16,33,90,응급의학과/ 가정의학과/ 정형외과/ 내과,"서울특별시 노원구 동일로 987 (공릉동, 태릉성심종합병원)"
노원 바로유 한방병원,02-937-0052,한방병원,11,8,53,신경과/ 소아청소년과/ 가정의학과/ 내과/ 한방재활의학과/ 한방소아과/ 한방신경정신과/ 침구과/ 한방부인과/ 사상체질과/ 한방안·이비인후·피부과/ 한방내과/ 정형외과/ 신경외과,"서울특별시 노원구 노원로 461, 2층 (상계동)"
희망요양병원,936-9966,요양병원(일반요양병원),11,20,87,재활의학과/ 정형외과/ 외과/ 내과,서울특별시 노원구 상계로26길 7 (상계동)
노원솔요양병원,932-0036,요양병원(일반요양병원),28,28,149,내과/ 신경과/ 외과/ 정형외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과/ 한방응급과,"서울특별시 노원구 덕릉로 690, 기업은행 2,3,4,5층 (중계동)"
재단법인자생의료재단노원자생한방병원,02-2289-0717,한방병원,23,6,32,영상의학과/ 내과/ 사상체질과/ 한방안·이비인후·피부과/ 침구과/ 한방신경정신과/ 한방재활의학과/ 한방소아과/ 한방부인과/ 한방내과,"서울특별시 노원구 노해로 507, 7,8층 (상계동, 와우쇼핑몰)"
참튼튼병원,02-3392-9100,병원,36,13,75,소아청소년과/ 산부인과/ 재활의학과/ 병리과/ 마취통증의학과/ 피부과/ 비뇨의학과/ 외과/ 영상의학과/ 내과/ 정형외과/ 신경외과/ 신경과,"서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)"
다인치과병원,02-952-2275,치과병원,7,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"서울특별시 노원구 노해로 507, 5층 (상계동, 와우쇼핑몰)"
서울스페셜병원,02-1899-9899,병원,6,16,53,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 가정의학과,"서울특별시 노원구 동일로197길 11 (공릉동, 공삼빌딩)"
의료법인 행복나눔의료재단 사랑요양병원,02-933-1114,요양병원(일반요양병원),21,33,190,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 침구과,"서울특별시 노원구 동일로243길 45 (상계동, 사랑요양병원)"
더조은요양병원,02-941-7800,요양병원(일반요양병원),63,58,299,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 예방치과,서울특별시 노원구 화랑로 323 (월계동)
강북연세병원,02-1800-0755,병원,72,20,82,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 진단검사의학과/ 재활의학과,서울특별시 노원구 동일로 996 (공릉동)
아미여성병원,029390300,병원,12,18,30,내과/ 산부인과/ 소아청소년과,"서울특별시 노원구 노원로 416, 아미여성병원 (상계동)"
샤인치과교정과 치과병원,02-930-2841,치과병원,2,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"서울특별시 노원구 노해로 488, 근호빌딩 5층 502호 (상계동)"
인제대학교 상계백병원,02-950-1114,종합병원,897,145,587,구강악안면외과/ 응급의학과/ 직업환경의학과/ 핵의학과/ 가정의학과/ 재활의학과/ 진단검사의학과/ 병리과/ 방사선종양학과/ 영상의학과/ 비뇨의학과/ 피부과/ 이비인후과/ 안과/ 소아청소년과/ 산부인과/ 마취통증의학과/ 성형외과/ 흉부외과/ 신경외과/ 정형외과/ 외과/ 정신건강의학과/ 신경과/ 내과,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)"
