hospitalName,evaluation,address
강남베스트내과의원,1등급,"서울특별시 강남구 광평로 281 (수서동, 2층일부)"
강남병원,2등급,경기도 용인시 기흥구 중부대로 411 강남병원 (신갈동)
강남병원,4등급,경상북도 구미시 금오시장로2길 21 (원평동)
강남병원,2등급,전라남도 광양시 중마중앙로 17 (중동)
강남병원,2등급,대구광역시 동구 동촌로 207 (방촌동)
강남병원,1등급,강원도 춘천시 경춘로 2364 (온의동)
강남뷰베스트의원,4등급,"경기도 평택시 중앙2로 25 3층, 5층 (평택동)"
강남비뇨기과의원,3등급,경상북도 영주시 구성로350번길 23 (영주동)
강남비뇨기과의원,2등급,충청남도 서산시 안견로 184-16 9호 (동문동)
강남삼성내과의원,1등급,대구광역시 남구 중앙대로48길 3 4층 (대명동)
강남삼성드림이비인후과의원,5등급,"서울특별시 강남구 강남대로 372 (역삼동, FINE TOWER)"
강남삼성조내과의원,4등급,서울특별시 강남구 봉은사로 111 7층 (논현동)
강남성모내과의원,1등급,"경기도 구리시 건원대로34번길 25 306~7호 (인창동, 신아월드코아)"
강남성모내과의원,4등급,"서울특별시 강남구 개포로 615 4층 402-2호 (개포동, 석탑프라자)"
강남성모의원,4등급,전라남도 순천시 연향3로 33 (연향동)
강남성모이비인후과의원,2등급,"경기도 오산시 수청로 193 303호 (금암동, p&p세교프라자)"
강남성모이비인후과의원,1등급,"서울특별시 강남구 강남대로 334 (역삼동, 6층일부)"
강남성원의원,5등급,서울특별시 강남구 선릉로64길 23 3층 (대치동)
강남소아청소년과의원,1등급,경기도 평택시 안중읍 안현로서6길 68 3층
강남수내과의원,2등급,경기도 안산시 상록구 석호로 288 (본오동)
강남수의원,4등급,대구광역시 북구 신암로 99 2층 (대현동)
강남여성병원,3등급,경기도 수원시 팔달구 중부대로 96 (인계동)
강남연세소아과의원,1등급,서울특별시 강남구 역삼로 310 222호 (역삼동)
강남연세이비인후과의원,5등급,서울특별시 강남구 선릉로 703 HS TOWER 2층 (논현동)
강남연세인의원,1등급,"서울특별시 강남구 테헤란로4길 40 (역삼동, 신소애빌딩 3층일부)"
강남우리집의원,1등급,서울특별시 강남구 개포로 229 2층 (개포동)
강남을지대학교병원,1등급,"서울특별시 강남구 도산대로 202 (논현동, 강남을지병원)"
강남의원,1등급,"경기도 안산시 단원구 원선1로 38 상가동 206~210호 (초지동,  )"
강남의원,3등급,강원도 강릉시 노가니길 31 (노암동)
강남의원,5등급,경기도 화성시 정남면 만년로 540 (정남면)
강남의원,2등급,충청북도 영동군 영동읍 영동시장4길 12 (영동읍)
강남의원,5등급,"서울특별시 송파구 마천로51길 2 2층 (마천동, 수정빌딩)"
강남의원,3등급,부산광역시 연제구 연수로 224 (연산동)
강남의원,1등급,"서울특별시 강북구 오현로32길 4-8 (번동, 동보프라자빌딩)"
강남의원,1등급,부산광역시 사하구 하신중앙로 46 (장림동)
강남의원,3등급,부산광역시 동구 고관로 119 2층3층 (수정동)
강남의원,2등급,"인천광역시 서구 가정로 308 301호,302호 일부호 (석남동, 석남프라자)"
강남의원,1등급,인천광역시 부평구 주부토로 260 (갈산동)
강남임내과의원,3등급,"경기도 용인시 기흥구 강남동로 10 (구갈동, 강남피아 205호)"
강남정형외과의원,1등급,제주특별자치도 서귀포시 대정읍 신영로 119 ()
강남제신경과의원,1등급,부산광역시 수영구 수영로 697 5층 (수영동)
강남제일의원,1등급,"서울특별시 강남구 논현로 534 (역삼동, 2~4층) 논현로 532, 1층3층4층 (역삼동)"
강남주니어소아청소년과의원,4등급,"서울특별시 송파구 석촌호수로 61 (잠실동, 트리지움상가 515호)"
강남코모키이비인후과의원,5등급,"서울특별시 강남구 강남대로 378 (역삼동, 준빌딩 4층)"
강남훈내과의원,1등급,"서울특별시 광진구 뚝섬로56길 46 2층 (자양동, 근정빌딩)"
강남힘찬병원,1등급,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)"
강내과의원,1등급,전라남도 순천시 중앙로 108 (중앙동)
강내과의원,1등급,부산광역시 부산진구 서면로 73 (부전동)
강내과의원,4등급,충청남도 서산시 안견로 246 (동문동)
강내과의원,1등급,"경상남도 창원시 의창구 천주로 24 (서상동, 2층)"
강내과의원,1등급,"전라남도 목포시 영산로 343 (용당동, 태금빌딩)"
강내과의원,1등급,"경기도 광명시 오리로 941 3층 (광명동, 명성빌딩)"
강내과의원,1등급,경상남도 창원시 마산합포구 산호북6길 26 (산호동)
강내과의원,1등급,울산광역시 중구 학성로 62-1 (성남동)
강내과의원,4등급,경기도 부천시 장말로 202 2층 (상동)
강내과의원,1등급,광주광역시 광산구 첨단중앙로 170 2층 (쌍암동)
강내과의원,5등급,경기도 남양주시 와부읍 덕소로 214 ()
강내과의원,1등급,대구광역시 서구 달서로 201 (비산동)
강내과의원,4등급,경상북도 영천시 시장로 51-1 (완산동)
강내과의원,1등급,경기도 안성시 금산길 8 2층 (연지동)
강내과의원,2등급,경상남도 양산시 서창로 212 (삼호동)
강내과의원,1등급,"경기도 안양시 동안구 관악대로 72 3층 (비산동, 동화빌딩)"
강내과의원,1등급,서울특별시 구로구 중앙로8길 30 (고척동)
강내과의원·서강약손한의원,3등급,부산광역시 해운대구 좌동순환로 506 202호 (중동)
강대식내과의원,1등급,부산광역시 수영구 수영로 632 (광안동)
강덕내과의원,1등급,서울특별시 동대문구 홍릉로 34-1 (청량리동)
강동경희대학교의대병원,1등급,서울특별시 강동구 동남로 892 (상일동)
강동고려가정의원,4등급,서울특별시 강동구 구천면로 297 (천호동)
강동굿모닝이비인후과의원,5등급,"서울특별시 강동구 고덕로 133 상가동 509호 (암사동, 롯데캐슬퍼스트)"
강동김내과의원,1등급,서울특별시 강동구 풍성로 178 (성내동)
강동내과의원,4등급,서울특별시 강동구 올림픽로 624 (성내동)
강동미즈여성병원,1등급,서울특별시 강동구 천호대로 1043-1043 (천호동)
강동서울내과의원,1등급,"서울특별시 강동구 천호대로 1027 748동 3층 (천호동, 일동빌딩)"
강동서울삼성내과의원,4등급,"서울특별시 강동구 풍성로 116 2층 (성내동, 청구아파트상가)"
강동서울의원,1등급,서울특별시 강동구 천호대로 1119 (길동)
강동섭소아청소년과의원,5등급,부산광역시 남구 수영로 37 (문현동)
강동연세내과의원,3등급,"서울특별시 강동구 올림픽로 782 3층 (암사동, 501타워)"
강동연세병원,4등급,서울특별시 강동구 올림픽로 734 (천호동)
강동연세이비인후과의원,4등급,서울특별시 강동구 양재대로 1479 (길동)
강동연합의원,1등급,대구광역시 달성군 화원읍 사문진로 441 ()
강동의원,1등급,경상북도 경주시 강동면 강동로 8-35 (강동면)
강동의원,1등급,울산광역시 북구 동해안로 1441 (정자동)
강동의원,1등급,"경상남도 진주시 진양호로 555 2,3층 (장대동)"
강동천호내과의원,3등급,"서울특별시 강동구 올림픽로 664 2층 (천호동, 대우한강베네시티)"
강동하나이비인후과의원,4등급,서울특별시 강동구 양재대로 1579 2층 (천호동)
강동한내과의원,1등급,"서울특별시 강동구 성안로 156 7층 (길동, 우주빌딩)"
강릉속편한내과의원,1등급,강원도 강릉시 경강로 2089 2층 (임당동)
강릉아산병원,2등급,강원도 강릉시 사천면 방동길 38 ()
강마디내과의원,3등급,"울산광역시 동구 방어진순환도로 785 (전하동, 스타타워 602호)"
강만춘내과의원,1등급,전라북도 부안군 부안읍 번영로 100 (부안읍)
강문규내과의원,1등급,울산광역시 남구 삼산로 283 5층 (삼산동)
강문보내과의원,1등급,제주특별자치도 서귀포시 대정읍 하모상가로 27 (대정읍)
강문수내과의원,1등급,울산광역시 남구 대학로 141 (무거동)
강문호내과의원,5등급,"인천광역시 남동구 남동대로 772 2층 일부호 (구월동, 동성빌딩)"
강미정연합내과의원,3등급,"대구광역시 수성구 동대구로 311 범어 애플타워 9층 일부, 10층 (범어동)"
강민모내과의원,1등급,서울특별시 강동구  구천면로 287 (천호동)
강변내과의원,1등급,"서울특별시 은평구 가좌로 271 3,4층 (신사동)"
강병원,3등급,경상남도 고성군 고성읍 중앙로 49 ()
강병원,3등급,경기도 포천시 포천로 1570 (신읍동)
강보승이비인후과의원,2등급,부산광역시 해운대구 구남로29번길 26 (중동)
강봉수가정의학과의원,1등급,서울특별시 양천구 월정로 53 (신월동)
강북가톨릭정형외과의원,1등급,"대구광역시 북구 칠곡중앙대로 427 1,2,3층 (관음동)"
강북삼성내과의원,1등급,"서울특별시 은평구 은평로 200-1 가동 201호 (응암동, 삼영빌딩)"
강북삼성병원,1등급,서울특별시 종로구 새문안로 29 (평동)
강북삼성의원,4등급,서울특별시 강북구 삼양로77가길 9 3층 (수유동)
강북서울외과의원,4등급,서울특별시 강북구 솔샘로 233 (미아동)
강북서울외과의원,2등급,서울특별시 종로구 지봉로 29 501호 (창신동)
강북서울의원,1등급,서울특별시 강북구 월계로7나길 8 (미아동)
강북서울이비인후과의원,4등급,서울특별시 강북구 삼양로 424 (수유동)
강북연세내과의원,5등급,"서울특별시 강북구 도봉로 260 4층 (미아동, 운산빌딩)"
강북연세병원,2등급,서울특별시 노원구 동일로 996 (공릉동)
강북연세이비인후과의원,1등급,"서울특별시 강북구 도봉로 52 8층 (미아동, 와이스퀘어빌딩)"
강북연합내과의원,4등급,"대구광역시 북구 구암로65길 52 2층 (구암동, 상호빌딩)"
강북연합정형외과의원,2등급,"대구광역시 북구 학정로 419 1층2층6층일부,7층 층호 (동천동)"
강북으뜸내과의원,1등급,"서울특별시 동대문구 전농로 110 1, 2층 (답십리동)"
강북제일외과의원,1등급,"서울특별시 은평구 역말로 101 토마스빌딩 2,3층 (역촌동)"
강북푸른정형외과의원,1등급,"대구광역시 북구 동천로 121 1층 및 2층 일부층 (동천동, 상남빌딩)"
강비뇨기과의원,1등급,충청남도 태안군 태안읍 동백로 301 3층
강비뇨기과의원,3등급,경기도 연천군 전곡읍 전곡로 166 2층
강샘온가족의원,3등급,부산광역시 금정구 금강로 376 2층 (장전동)
강서굿모닝이비인후과의원,4등급,서울특별시 강서구 공항대로41길 56 501호 (등촌동)
강서병원,3등급,울산광역시 중구 북부순환도로 107 (다운동)
강서성모내과의원,1등급,"서울특별시 강서구 양천로 658 302호 (염창동, 양화진빌딩)"
강서성모의원,2등급,충청북도 청주시 흥덕구 가로수로1164번길 7-2 2층 (강서동)
강서송도병원,1등급,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)"
강서신경외과의원,1등급,"서울특별시 강서구 강서로56길 106 화운빌딩 2,3,4,5층 (등촌동)"
강서연세내과의원,1등급,"서울특별시 강서구 양천로 72 403호, 404호 (방화동, 해성빌딩)"
강서연세병원,4등급,서울특별시 강서구 양천로 712 (염창동)
강서참사랑의원,4등급,서울특별시 강서구 등촌로 69 우덕빌딩 3층 (등촌동)
강서하나이비인후과의원,5등급,"서울특별시 강서구 강서로 43 203,202일부호 (화곡동, 도양라비앙타워)"
강서한빛의원,1등급,서울특별시 강서구 방화동로 43 3층 (방화동)
강석경소아과의원,1등급,서울특별시 은평구 불광로 54 (불광동)
강석암의원,2등급,경상북도 포항시 북구 흥해읍 흥해로 26-4 (흥해읍)
강성구이비인후과의원,4등급,"경상남도 김해시 분성로 321 202호 (서상동, 골든에비뉴)"
강소아과의원,2등급,서울특별시 도봉구 덕릉로 253 (창동)
강소아청소년과의원,1등급,"경상남도 양산시 동면 금오13길 20 센텀빌딩 501,502호"
강소아청소년과의원,3등급,울산광역시 중구 종가17길 52 2층 201호 (서동)
강소아청소년과의원,1등급,경기도 화성시 동탄지성로 139 양진빌딩 1층 105호 (능동)
강소아청소년과의원,3등급,인천광역시 계양구 경명대로1114번길 21 (계산동)
강소아청소년과의원,4등급,경기도 시흥시 배곧4로 32-9 골든프라자 2층 206호 (정왕동)
강소아청소년과의원,3등급,서울특별시 성동구 마장로 291 3층 (마장동)
강신구가정의학과의원,1등급,서울특별시 동대문구 한천로58길 75-13 3층 (이문동)
강신구내과의원,1등급,충청북도 제천시 의림대로 128 (중앙로1가)
강신녕가정의학과의원,1등급,전라북도 고창군 고창읍 중앙로 206 2층
강신주내과의원,1등급,광주광역시 북구 서하로 380 2층 (문흥동)
강심내과의원,1등급,"대구광역시 중구 동성로1길 81 2층 (삼덕동1가, 리즈타워)"
강심내과의원,1등급,경상남도 진주시 진양호로 72 4층 (평거동)
강안의원,5등급,전라북도 무주군 무주읍 주계로 72 ()
